69782
28523	8034	1
17718	23807	5
17718	2810	5
17718	7504	5
17718	6446	5
28523	10367	5
17718	10367	5
17718	7517	5
17718	14352	5
17718	6229	5
17718	7317	5
17718	14927	5
17718	12020	5
17718	6942	5
28523	23086	2
28523	2810	5
28523	7517	5
28523	7317	5
28523	18377	5
28523	18357	5
28523	21437	5
28523	7504	5
17718	6778	5
17718	22336	5
17718	14476	5
28523	1670	5
28523	25415	5
28523	10709	5
28523	11252	5
28523	7492	5
28523	17815	5
28523	15714	5
28523	5054	5
28523	32038	5
28523	248	5
28523	6089	5
28523	29636	5
28523	8446	5
28523	21763	5
17718	24215	2
17718	18263	2
17718	18618	2
17718	13590	5
17718	10709	5
17718	11108	5
28523	606	5
28523	17588	5
28523	3963	5
28523	9828	5
17718	9828	5
17718	29777	5
28523	15683	5
28523	10367	2
28523	7522	5
17718	9523	5
17718	4366	5
17718	17530	5
17718	30057	5
28523	4366	5
28523	24181	5
28523	31216	5
28523	24170	5
28523	30057	5
28523	17530	5
28523	24879	5
28523	24176	5
28523	29271	5
17718	20824	5
17718	28205	5
17718	17460	5
28523	20824	5
28523	15131	5
28523	15107	5
28523	2778	5
17718	20796	2
17718	26982	2
17718	1670	5
17718	22944	5
17718	1927	2
18521	3259	2
18521	7504	2
18521	4920	2
20193	28316	3
15208	12337	5
15208	15213	5
15208	28999	5
15208	29041	5
18269	435	5
29530	11973	5
3587	11973	5
29530	30899	5
3587	30899	5
29530	26669	5
3587	26669	5
29530	28953	5
3587	28953	5
29530	26664	5
3587	26664	5
29530	11434	5
3587	11434	5
29530	19623	5
3587	19623	5
16659	1457	5
16659	17915	5
18269	164	5
16021	27706	5
16021	10095	2
5096	6617	2
5096	28193	2
5096	16294	2
21178	28193	5
16599	28193	5
21178	7784	5
16599	7784	5
21178	24998	5
16599	24998	5
21178	14602	5
16599	14602	5
29530	808	5
29530	30036	5
29530	20488	5
29530	15801	5
4328	20358	5
29530	8413	5
29530	3251	5
29530	19694	5
29530	14378	5
29530	923	5
10864	19800	5
4150	2912	5
10864	2912	5
10864	3330	5
10864	1249	5
6833	13860	5
3391	13860	5
19550	13860	5
15208	8647	5
19550	8647	5
8741	8647	5
15208	2478	5
19550	2478	5
8741	2478	5
15208	25125	5
19550	25125	5
8741	25125	5
15208	22532	5
19550	22532	5
8741	22532	5
3391	28785	5
3391	7563	5
3391	15415	5
6833	13749	5
6833	15044	5
6833	16494	5
6833	14378	5
3391	170	5
10864	170	5
20193	14699	5
20193	19955	5
20193	8413	5
3391	28193	5
20193	11832	5
20193	15044	5
20193	16494	5
20193	23279	5
20193	28735	5
18429	28193	5
3391	23279	5
18429	23279	5
3391	16494	5
18429	16494	5
28187	23279	5
28187	28284	5
3391	28284	2
28187	16494	5
18269	25420	5
18269	20488	5
18269	14845	5
4328	28193	5
4328	20488	5
21178	3574	5
16599	3574	5
15208	3574	5
21178	10952	5
16599	10952	5
15208	10952	5
21178	26197	5
16599	26197	5
15208	26197	5
21178	13860	5
16599	13860	5
15208	13860	5
21178	1285	5
16599	1285	5
15208	1285	5
15208	14602	5
7296	11973	5
7296	6432	5
7296	24642	5
7296	28193	5
7296	15970	5
7296	23736	5
7296	16145	5
20193	6388	5
20193	28193	5
1282	13460	5
1282	7979	5
1282	11222	5
19550	4853	5
25683	4853	5
28187	4853	5
23556	4853	5
19550	11957	5
28187	11957	5
23556	11957	5
19550	14641	5
28187	14641	5
23556	14641	5
19550	13137	5
28187	13137	5
23556	13137	5
1282	11957	5
6833	11957	5
3391	11957	5
28187	13460	5
6833	13460	5
3391	13460	5
28187	29041	5
1282	29041	5
28187	27282	5
1282	27282	5
28187	8786	5
1282	8786	5
28187	15347	5
1282	15347	5
6922	10741	5
6922	9788	5
6922	26114	5
6922	417	5
19383	14804	5
4438	27482	5
22086	27482	5
4438	21110	5
22086	21110	5
4438	5965	5
22086	5965	5
4438	26	5
22086	26	5
28187	5734	5
6833	5734	5
28187	21803	5
6833	21803	5
28523	8413	5
28523	25671	5
29530	25671	5
20193	25671	5
28523	23110	5
29530	23110	5
20193	23110	5
9091	10275	5
9091	3889	5
9091	1752	5
3587	25213	5
18460	25213	2
15897	25213	2
14469	4642	5
14469	8413	5
20425	20606	2
6880	11973	2
16813	17455	2
16813	9373	2
16813	21239	2
16813	5680	2
16813	3527	2
20193	10976	5
14362	10976	5
16021	10976	5
20193	11973	5
14362	11973	5
16021	11973	5
20193	23178	5
14362	23178	5
16021	23178	2
15668	1028	3
15668	25193	3
15668	27274	3
29530	2020	5
29530	23753	5
29530	27820	5
29530	23613	5
29530	22690	5
29530	20382	5
18269	20382	5
29530	11054	5
18269	11054	5
29530	3063	5
18269	3063	5
29530	24950	5
18269	24950	5
28523	24632	5
29530	24632	5
28523	8161	5
29530	8161	5
28523	10651	5
29530	10651	5
28523	20839	5
28523	9191	5
28523	1644	5
28523	20382	5
28523	32188	5
28523	2107	5
28523	11054	5
28523	18258	5
847	11434	5
847	23234	5
20193	26097	5
28523	15673	5
15668	11054	1
5547	11054	1
15668	27733	1
5547	27733	1
21253	11054	5
21253	27733	5
15668	25724	1
21253	25724	5
24700	1301	5
29530	1301	5
21253	1301	5
24700	24981	5
29530	24981	5
21253	24981	5
21253	26865	5
21253	29916	5
5547	27733	5
5547	17600	5
21253	14577	5
18429	97	5
5282	5749	2
5282	23961	2
18269	21456	5
18269	30318	5
18269	18614	5
5282	27733	5
28523	27733	5
17718	27733	5
28523	17600	5
17718	17600	5
28523	31770	5
17718	31770	5
28523	10748	5
28523	28329	5
28523	27291	5
28523	7566	5
22232	18515	1
22232	24484	1
22232	12015	1
22232	28089	1
22232	17769	5
28523	24484	5
